0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.110234817725952228e-02 7.330567465062073906e-02 4.417702206332248136e-13
2.162495160157623941e-01 2.229476434649703687e-01 3.782689929506651096e-11
4.383836808803686091e-01 4.519524762396915918e-01 6.400895915355107182e-10
7.404467143296605824e-01 7.633392209945605300e-01 5.226999696569142006e-09
1.125380170432819238e+00 1.160101941081010946e+00 2.801250164344588560e-08
1.596125274081319434e+00 1.645142391939830029e+00 1.138490036037628748e-07
2.155622909309260482e+00 2.221062798561139751e+00 3.800096567097194789e-07
2.735711259432406006e+00 2.816776561507930765e+00 9.868533068927490632e-07
3.336388020239628549e+00 3.430726755895708635e+00 2.180050083791220226e-06
3.957650805739661770e+00 4.060315525868861464e+00 4.298651280886677801e-06
4.599497148169739091e+00 4.701578553459137666e+00 7.787204238595789505e-06
5.261924498004804107e+00 5.348938334921797377e+00 1.320353198474613678e-05
5.944930223969597805e+00 5.995158552115964490e+00 2.121915287738084392e-05
6.648511613047880964e+00 6.631628472266318575e+00 3.260844013161960311e-05
7.372665870492215667e+00 7.249045787437804478e+00 4.822245257784851585e-05
8.117390119837198270e+00 7.838427304950375429e+00 6.894516601905092176e-05
8.882681402909836876e+00 8.392210480169429943e+00 9.563434502197371847e-05
9.668536679841071901e+00 8.905121830017952433e+00 1.290551696333359054e-04
1.047495282907840952e+01 9.374561978648321414e+00 1.698185124398945739e-04
1.130192664739747777e+01 9.800457996484198020e+00 2.183346619976995649e-04
1.214945484991581814e+01 1.018473123038440598e+01 2.747882124197823244e-04
1.301753407010499508e+01 1.053061303699976570e+01 3.391344650730347124e-04
1.390616085980495420e+01 1.084200412874971775e+01 4.111145445445029897e-04
1.481533168923674282e+01 1.112298133269660028e+01 4.902852632550517903e-04
1.574504294701685581e+01 1.137747305870657932e+01 5.760593020415890816e-04
1.669529094017164894e+01 1.160907799311167210e+01 6.677509325542218275e-04
1.766607189415289270e+01 1.182098646874109704e+01 7.646224589791625770e-04
1.865738195285042167e+01 1.201596676452751211e+01 8.659270684382228134e-04
1.966921717860941499e+01 1.219638782811411204e+01 9.709448540823318284e-04
2.070157355224709050e+01 1.236425941072779722e+01 1.079010167121765684e-03
2.175444697306480890e+01 1.252127806524962139e+01 1.189529838545347242e-03
2.282783325886819981e+01 1.266887258852787390e+01 1.301992929027887902e-03
2.392172814598157871e+01 1.280824572526353045e+01 1.415973388847533440e-03
2.503612728926578157e+01 1.294041085861772977e+01 1.531127335922801477e-03
2.617102626213544170e+01 1.306622346447274730e+01 1.647186667967173029e-03
2.732642055657568747e+01 1.318640763816227945e+01 1.763950524620384050e-03
2.850230558316114582e+01 1.330157823390579352e+01 1.881275812325528419e-03
2.969867667107435238e+01 1.341225922369027934e+01 1.999067679052880537e-03
3.091552906812188439e+01 1.351889886427813181e+01 2.117270528539870380e-03
3.215285794075682446e+01 1.362188220425870711e+01 2.235859919634547530e-03
3.341065837409542638e+01 1.372154139274683082e+01 2.354835512320060508e-03
3.468892537193730163e+01 1.381816418052184936e+01 2.474215093759150278e-03
3.598765385678495932e+01 1.391200093927459491e+01 2.594029635669705975e-03
3.730683866986571928e+01 1.400327046760998861e+01 2.714319287579979988e-03
3.864647457114954676e+01 1.409216480398082005e+01 2.835130188839989161e-03
4.000655623937148420e+01 1.417885322628717049e+01 2.956511977267196195e-03
4.138707827205301015e+01 1.426348558453823578e+01 3.078515877537529605e-03
4.278803518552153662e+01 1.434619508571034885e+01 3.201193263282780307e-03
4.420942141493524957e+01 1.442710062775055846e+01 3.324594600196066185e-03
4.565123131430318182e+01 1.450630876167636885e+01 3.448768691286276545e-03
4.711345915650715455e+01 1.458391534614519358e+01 3.573762158593580401e-03
4.859609913332535314e+01 1.466000694706573348e+01 3.699619107561638760e-03
5.009914535545766512e+01 1.473466202526744517e+01 3.826380930605892145e-03
5.162259185254409033e+01 1.480795194750009358e+01 3.954086215190058366e-03
5.316643257319240234e+01 1.487994184975320167e+01 4.082770729020347017e-03
5.473066138500173139e+01 1.495069137677701399e+01 4.212467460937916429e-03
5.631527207458391615e+01 1.502025531752979326e+01 4.343206700920805401e-03
5.792025834759397185e+01 1.508868415288436537e+01 4.475016146473539090e-03
5.954561382874786801e+01 1.515602452915194931e+01 4.607921025743464717e-03
6.119133206185430396e+01 1.522231966871036235e+01 4.741944230119512528e-03
6.285740650983554190e+01 1.528760972715442890e+01 4.877106450946771220e-03
6.454383055475760500e+01 1.535193210485092585e+01 5.013426316454962575e-03
6.625059749785299346e+01 1.541532171950965413e+01 5.150920526119790767e-03
6.797770055954879354e+01 1.547781124533341490e+01 5.289603980536995709e-03
